road_type,lot_ar,contract_yr,contract_mo,contract_day,sgg_cd,bjd_cd,hjd_cd,public_price,jimok_cd,landuse_cd,lot_use_cd,lot_height_cd,lot_shape_cd,lot_road_cd,uploaded_yr,price_per_area
1,354.0,2018,2,10,11170,13200,519,5830000,8,15,150,3,7,10,2020,6573446.3
1,363.7,2018,6,14,11560,13000,620,3465000,9,33,430,2,4,5,2020,8523508.4
2,36.7,2019,4,8,11230,10200,3,3805000,8,15,310,2,4,6,2020,8151771.1
2,712.0,2019,8,14,11290,10100,901,4526000,8,11,150,3,4,7,2020,7303370.8
1,721.0,2020,7,6,11650,11000,0,424300,2,44,510,2,7,10,2020,967545.1
3,65.0,2019,8,7,11290,13400,909,3850000,8,15,150,2,7,5,2020,11789538.5
1,182.0,2019,7,5,11200,11300,0,3272000,8,14,110,2,4,10,2020,5769230.8
0,70.0,2017,3,29,11440,12500,0,1232000,14,14,910,0,0,0,2020,3134428.6
1,47.0,2016,10,10,11500,10900,903,144700,5,44,750,4,7,8,2020,157446.8
1,35.0,2019,7,10,11380,10600,108,3672000,8,14,160,2,3,8,2020,6760000.0
1,787.0,2016,3,9,11545,10200,520,3422000,8,33,330,2,3,4,2020,4891994.9
4,435.4,2020,8,31,11140,16600,1,19940000,8,22,230,2,1,1,2020,54130271.0
0,93.0,2018,4,16,11380,10300,103,1349000,8,16,910,0,0,0,2020,1075268.8
1,59.0,2016,1,5,11290,13500,910,3030000,8,14,130,2,2,9,2020,4101694.9
2,33.2,2016,5,25,11110,18700,907,7300000,8,15,140,2,4,2,2020,3143674.7
2,678.0,2020,3,6,11110,18300,906,2642000,8,11,110,5,3,6,2020,3834808.3
1,109.4,2018,7,26,11140,13600,5,5455000,8,14,220,2,2,9,2020,8446069.5
4,124.6,2019,7,2,11560,10900,535,3980000,8,33,330,2,8,1,2020,7303370.8
2,132.0,2018,12,24,11170,13000,516,6799000,5,13,110,3,4,6,2020,18863636.4
1,185.0,2019,3,13,11500,10300,306,2669000,8,13,150,3,3,10,2020,2405405.4
1,295.6,2020,11,23,11140,14000,4,6033000,11,15,230,2,3,8,2020,10376251.7
4,74.0,2016,12,29,11530,10600,601,4120000,8,33,140,2,7,2,2020,5215135.1
1,73.4,2019,11,25,11545,10300,560,3642000,8,22,230,2,2,10,2020,8340054.5
1,43.6,2016,8,16,11290,10900,903,3814000,8,14,150,2,3,8,2020,5139449.5
4,984.7,2020,2,25,11110,17700,908,19000000,8,22,210,2,4,2,2020,20974266.3
4,172.0,2018,8,20,11380,10600,108,7896000,8,22,220,2,7,2,2020,8720930.2
1,718.0,2019,4,18,11740,10300,103,927000,1,44,530,2,7,8,2020,1054317.5
0,436.0,2017,12,28,11650,10900,0,310000,2,44,530,2,7,12,2020,600917.4
1,938.0,2019,10,17,11110,18200,906,2252000,1,14,120,4,7,8,2020,2947228.1
3,119.0,2016,6,16,11500,10900,901,3822000,8,14,240,2,4,4,2020,3768571.4
1,788.5,2019,4,10,11260,10300,12,2955000,8,14,130,2,2,8,2020,5199746.4
2,68.0,2020,11,25,11260,10500,16,2399000,2,13,150,2,5,6,2020,3779411.8
0,129.0,2016,3,2,11215,10700,0,2376000,14,22,910,0,0,0,2020,4038759.7
4,78.7,2019,2,28,11200,10400,0,10230000,8,22,230,2,4,1,2020,21820076.2
0,41.0,2020,7,3,11590,10300,203,2359000,8,15,910,0,0,0,2020,4878048.8
0,604.0,2016,2,23,11650,10300,0,649600,1,44,510,3,7,8,2020,844370.9
1,33.7,2018,4,5,11440,10900,0,4060000,8,14,110,3,2,10,2020,6379822.0
2,130.2,2019,3,29,11410,11200,0,5860000,8,15,210,2,1,6,2020,5990783.4
3,40.3,2018,7,24,11140,13500,6,8915000,8,22,230,2,4,12,2020,25693796.5
1,46.0,2020,4,21,11290,10500,903,3264000,8,16,110,2,5,10,2020,6521739.1
1,139.0,2020,3,5,11590,10400,201,3594000,8,14,110,2,7,10,2020,13510000.0
0,384.0,2017,4,3,11650,10400,0,310000,2,44,510,3,7,12,2020,390625.0
1,93.7,2018,1,22,11380,10700,0,4835000,8,15,330,2,7,3,2020,3820704.4
1,33.1,2020,1,20,11140,16500,14,2950000,8,22,110,3,4,10,2020,6042296.1
2,50.0,2019,5,10,11380,10600,108,9094000,8,22,230,2,3,6,2020,65648600.0
3,34.0,2019,3,20,11440,11400,0,7323000,8,15,320,2,7,5,2020,9197941.2
1,139.0,2018,11,7,11530,10900,109,2149000,1,14,150,3,4,8,2020,1500000.0
1,64.0,2018,7,23,11230,10400,4,2840000,8,14,110,2,8,8,2019,4453125.0
0,278.0,2018,12,27,11740,10600,106,603400,1,44,510,2,5,12,2020,1565467.6
1,147.0,2019,3,18,11290,13500,910,2478000,8,14,150,2,4,10,2020,3887755.1
0,33.0,2020,4,16,11200,11400,0,3069000,8,15,910,2,0,0,2020,4484848.5
1,34.0,2016,6,27,11410,11800,2,3000000,8,14,150,2,4,5,2020,2840000.0
3,59.8,2018,10,7,11110,14000,904,10070000,8,13,240,2,7,4,2019,9698996.7
4,74.6,2020,1,8,11170,11300,506,9082000,8,22,210,2,3,1,2020,16085790.9
1,251.0,2018,9,14,11290,13300,908,2151000,8,14,130,3,4,10,2020,3187251.0
4,873.0,2019,10,8,11110,18300,906,4589000,8,14,230,2,7,2,2020,3263436.4
4,33.0,2019,10,8,11110,18300,906,4589000,8,14,230,2,7,2,2020,3263333.3
0,191.0,2018,10,31,11500,10900,901,2216000,5,14,150,2,4,12,2020,1507539.3
0,283.1,2020,5,28,11140,16600,1,5478000,8,22,930,0,0,0,2020,28131402.3
1,226.0,2020,5,18,11590,10200,205,2277000,8,13,130,4,4,10,2020,3083761.1
1,168.0,2018,6,14,11290,10100,901,3551000,8,11,110,3,8,8,2020,5551607.1
2,413.2,2016,9,8,11140,11000,3,28300000,8,22,230,2,1,6,2020,43071926.4
1,79.0,2018,1,5,11260,10600,19,1934000,8,13,130,3,7,9,2020,2265569.6
4,49.0,2016,7,21,11230,10500,2,5389000,8,14,210,2,4,2,2020,4897959.2
4,265.8,2016,11,2,11650,10800,0,17370000,8,15,220,2,3,3,2020,16540105.3
3,200.0,2019,3,20,11170,12100,509,5926000,8,14,160,2,4,5,2020,8470000.0
1,40.0,2019,4,4,11170,13300,519,3377000,8,15,150,2,7,10,2020,5125000.0
1,488.0,2019,8,8,11110,18200,906,2600000,1,11,110,3,4,8,2020,2445901.6
1,300.0,2018,12,6,11740,10200,102,679600,11,44,530,2,7,8,2020,1176666.7
1,393.0,2020,7,2,11440,11500,0,4410000,8,14,160,3,4,8,2020,11494961.8
4,454.0,2019,8,1,11620,10300,630,3604000,8,43,320,2,4,1,2020,3535000.0
4,68.0,2018,6,4,11560,13200,650,6358000,8,23,220,2,4,2,2020,10000000.0
3,281.0,2018,4,10,11320,10500,1,2761000,1,14,330,2,4,5,2020,6370106.8
1,156.4,2020,11,11,11290,11200,904,2783000,8,14,110,3,8,8,2020,5025000.0
1,602.0,2016,7,20,11500,11200,112,196600,1,44,510,2,4,8,2020,193488.4
1,122.0,2020,10,31,11650,10100,0,4612000,8,14,160,2,7,10,2020,11885245.9
1,78.0,2019,11,25,11170,13100,518,6390000,8,14,330,3,4,8,2020,11075000.0
1,69.7,2018,3,27,11290,11900,905,2960000,8,13,130,3,4,8,2020,2152080.3
1,33.0,2019,7,27,11170,13600,520,2214000,8,13,910,3,3,8,2020,18939393.9
0,111.9,2016,8,27,11650,10100,0,7250000,8,15,230,2,1,12,2020,6219839.1
1,33.0,2018,5,14,11230,10500,1,3375000,8,14,150,2,4,8,2020,5143030.3
1,342.0,2018,11,23,11530,11000,110,2940000,8,14,130,2,4,8,2020,6140350.9
1,39.9,2020,7,15,11200,10500,0,2924000,8,15,110,2,3,10,2020,4812030.1
2,36.0,2019,1,31,11530,10700,704,1287000,8,15,910,3,4,7,2020,2777777.8
4,65.0,2019,4,25,11710,11100,9,965000,1,44,510,1,7,1,2020,3076923.1
1,804.0,2020,8,17,11110,18300,906,2441000,8,11,110,4,4,9,2020,2860696.5
1,118.0,2020,10,23,11230,10400,4,3193000,8,14,110,2,4,8,2020,4670000.0
1,47.6,2019,11,22,11110,17500,916,4636000,8,22,240,2,3,10,2020,6664495.8
1,836.0,2016,9,2,11500,11200,112,148000,2,44,610,2,3,8,2020,131578.9
2,519.8,2016,11,10,11230,10200,2,5000000,8,22,240,2,2,7,2020,10965756.1
3,175.6,2019,1,9,11230,10400,2,8650000,8,22,210,2,7,5,2020,16300000.0
1,289.9,2020,2,26,11680,10100,0,5406000,8,11,150,3,1,8,2020,11003794.4
1,36.4,2019,7,23,11140,15100,7,8850000,8,22,230,2,4,8,2020,14148351.6
2,46.0,2016,12,15,11410,11800,3,2199000,8,13,110,3,7,6,2020,1913043.5
1,43.0,2018,7,10,11410,11200,0,16910000,8,22,210,2,4,7,2020,9883720.9
3,319.2,2019,1,23,11680,10400,0,13640000,8,15,140,2,2,5,2020,28731140.4
2,377.1,2019,4,25,11650,10800,0,12200000,11,15,210,2,4,6,2020,18562715.5
1,53.9,2018,7,31,11560,11100,550,3210000,8,33,110,2,2,10,2020,5513914.7
1,263.0,2019,6,10,11560,13200,630,3440000,5,14,150,3,7,5,2020,4281406.8
1,66.1,2016,11,10,11260,10200,10,2697000,8,14,110,2,4,8,2020,3931013.6
2,167.0,2020,2,20,11650,10100,0,6900000,8,14,310,2,1,6,2020,16766467.1
0,853.0,2020,11,24,11680,11100,0,750800,8,44,510,2,2,12,2020,710785.5
1,66.0,2018,1,30,11650,10900,0,310000,1,44,510,2,7,10,2020,454545.5
3,49.4,2019,7,18,11560,12100,605,6069000,8,16,230,2,2,4,2020,9983805.7
1,397.0,2016,2,29,11470,10200,602,2260000,8,13,150,4,1,8,2016,3149622.2
0,74.4,2018,12,26,11200,12200,0,1419000,8,15,910,2,0,0,2020,1359946.2
0,109.0,2017,5,18,11530,10600,601,3399000,8,33,240,2,7,12,2020,2752293.6
0,40.0,2020,3,9,11230,10200,2,2714000,8,14,150,2,7,12,2020,2875000.0
1,115.1,2016,10,31,11560,10800,535,5040000,8,16,310,2,4,8,2020,6201650.7
1,109.2,2016,1,14,11305,10300,620,2246000,8,14,130,2,3,9,2020,3703296.7
1,55.0,2016,1,27,11290,10100,901,3168000,8,11,110,3,2,8,2016,4245818.2
4,552.0,2020,5,26,11110,18300,906,3907000,1,14,320,2,7,3,2020,5180923.9
1,38.0,2016,10,15,11650,10900,0,2797000,8,11,150,3,4,10,2020,3183947.4
1,417.0,2019,5,3,11320,10800,1,1770000,8,13,150,2,7,10,2020,2115107.9
4,662.1,2016,11,24,11215,10900,0,11420000,8,22,220,2,4,2,2020,14338060.7
3,120.0,2020,7,15,11215,10500,3,7093000,8,15,220,2,5,5,2020,12100000.0
1,281.0,2020,8,12,11650,10100,0,1894000,1,14,910,3,7,9,2020,4144128.1
1,36.5,2020,12,15,11320,10700,5,3073000,8,33,320,2,4,8,2020,6630137.0
1,99.2,2016,7,27,11110,17400,915,5495000,8,16,310,2,7,8,2020,7963709.7
3,38.0,2018,2,26,11350,10400,0,3288000,8,13,210,2,5,4,2020,5157105.3
0,79.0,2020,3,12,11530,10800,800,2179000,2,14,150,2,7,12,2020,3037974.7
1,211.0,2020,5,21,11320,10600,3,350500,5,13,730,3,5,8,2020,365023.7
0,66.0,2016,11,18,11200,11300,0,680600,5,15,730,5,7,12,2020,402575.8
3,178.0,2020,1,17,11170,13100,518,12400000,8,22,230,2,4,4,2020,32528089.9
4,357.0,2020,11,3,11440,11000,0,16800000,8,22,230,2,3,1,2020,27170868.3
4,89.3,2016,11,25,11140,15000,7,23700000,8,22,230,2,4,2,2019,25755879.1
1,102.8,2018,12,13,11560,10200,535,3818000,8,16,110,2,8,8,2019,9338521.4
0,803.0,2016,10,4,11710,11400,6,502900,1,44,510,3,7,12,2020,585305.1
1,210.0,2020,5,28,11110,18300,906,3163000,1,13,210,2,4,8,2020,3090476.2
1,980.0,2018,3,3,11500,11100,111,161600,2,44,620,2,4,8,2020,166122.4
4,680.0,2019,5,22,11560,13200,670,4756000,2,14,240,2,7,3,2020,21175000.0
1,281.0,2016,1,5,11320,10800,1,46100,5,44,720,3,4,10,2020,266903.9
1,221.0,2020,12,17,11350,10200,4,1917000,8,43,110,2,2,8,2020,3506787.3
0,138.0,2020,9,9,11590,10100,202,1469000,8,15,910,0,0,0,2020,5434782.6
1,221.0,2019,11,14,11410,11000,1,1372000,8,14,910,3,1,8,2020,3329547.5
4,467.4,2016,8,23,11680,10500,0,25260000,8,22,210,2,4,3,2020,39442533.2
2,130.3,2019,2,20,11290,10200,901,4860000,8,14,310,2,4,7,2020,9976976.2
1,378.0,2016,4,15,11110,18600,905,2475000,5,13,130,3,7,8,2020,2148148.1
1,44.0,2018,2,13,11410,11100,0,3400000,8,14,150,3,2,2,2020,3022727.3
4,70.0,2020,12,16,11170,13200,519,8225000,8,15,240,2,7,3,2020,9642857.1
1,202.8,2019,2,20,11290,10200,901,4860000,8,14,310,2,4,7,2020,6903353.1
0,56.0,2020,11,29,11680,11300,0,591600,2,44,510,2,5,12,2020,848214.3
1,129.7,2018,10,18,11290,11400,904,3876000,11,14,150,2,4,8,2020,6553585.2
1,58.0,2018,4,18,11620,10100,625,4782000,8,14,310,2,4,9,2020,4913793.1
1,638.0,2020,7,8,11290,10100,901,2161000,8,11,160,4,7,10,2020,1253918.5
0,116.0,2020,4,28,11650,10400,0,328500,5,44,510,3,7,12,2020,603448.3
1,335.6,2020,6,11,11680,10600,0,6043000,8,15,330,2,8,8,2020,26400476.8
1,216.9,2020,9,14,11215,10300,2,4035000,8,14,110,2,3,9,2020,7699400.6
2,118.4,2016,6,11,11200,10300,0,4905000,8,16,330,2,4,6,2020,4391891.9
1,114.0,2019,6,27,11440,11000,0,5001000,8,16,110,2,4,10,2020,17981929.8
4,248.0,2016,6,8,11230,10400,2,3940000,8,22,240,2,4,1,2020,5427419.4
2,72.0,2020,6,17,11305,10100,545,5990000,8,16,210,2,4,7,2020,14611388.9
3,143.5,2018,11,9,11140,16700,1,7629000,8,15,230,2,4,4,2020,18445993.0
1,56.0,2020,10,29,11290,12500,906,3967000,8,15,230,2,4,10,2020,9018928.6
2,198.0,2020,7,9,11440,12400,0,6573000,8,14,150,2,2,7,2020,15151515.2
2,290.0,2019,7,10,11530,10700,701,3666000,8,15,230,2,4,7,2020,8965517.2
1,334.0,2016,10,31,11590,10200,204,3780000,8,15,110,3,4,8,2020,6256736.5
1,185.8,2016,6,20,11170,11600,507,3312000,8,13,150,3,4,10,2020,5543595.3
0,122.0,2019,12,2,11530,10800,800,1377000,5,14,150,3,5,12,2020,1229508.2
1,43.6,2019,11,7,11290,13400,909,3585000,8,16,110,2,4,11,2020,4128440.4
4,441.0,2020,6,29,11470,10200,602,5065000,27,13,230,2,7,1,2020,9891292.5
1,70.0,2016,4,9,11740,10900,109,5771000,8,22,210,2,4,8,2020,5857142.9
4,33.0,2019,12,27,11500,10400,401,4805000,9,33,410,2,4,2,2020,10394545.5
1,155.0,2016,4,29,11440,10100,0,4920000,8,14,150,3,7,2,2020,1270516.1
1,299.5,2018,12,11,11530,10300,103,4980000,8,33,210,2,4,8,2020,10884808.0
1,159.7,2019,3,7,11170,10100,501,3675000,8,14,110,3,7,10,2020,4558547.3
3,112.0,2018,11,9,11530,10200,205,4848000,8,14,230,2,7,4,2020,3571428.6
1,39.0,2020,3,5,11590,10400,201,3706000,8,14,150,2,4,10,2020,13487179.5
4,390.0,2016,1,27,11590,10200,203,6423000,8,15,240,3,4,3,2020,5769230.8
4,44.0,2018,2,21,11110,18300,906,1125000,1,13,720,4,5,1,2020,1000000.0
1,328.0,2019,4,30,11320,10800,1,1996000,1,13,130,2,4,9,2020,2112804.9
2,147.0,2016,5,4,11650,10800,801,9040000,8,15,220,2,3,6,2020,8925714.3
4,160.0,2020,8,10,11110,18400,905,2855000,8,14,150,3,4,1,2020,5779062.5
4,52.2,2018,8,24,11140,13600,4,11650000,8,22,220,2,4,3,2020,15157088.1
4,571.0,2019,12,12,11170,10700,503,15930000,8,22,210,3,4,1,2020,27070893.2
4,96.0,2018,11,3,11290,13900,914,4217000,8,14,330,2,4,3,2020,4229166.7
1,231.0,2016,3,28,11560,13200,690,3920000,8,14,150,2,7,2,2020,3546623.4
1,139.0,2019,8,11,11530,10900,109,2149000,1,14,150,3,4,8,2020,3323741.0
1,43.0,2018,7,2,11290,10100,901,745800,5,11,910,3,3,10,2020,1011627.9
2,478.5,2018,4,12,11500,10300,301,5080000,8,22,210,2,4,5,2020,8881922.7
2,59.0,2020,4,24,11560,10500,535,5295000,8,22,330,2,4,6,2020,10588983.1
0,67.5,2020,11,13,11710,11100,0,1747000,8,14,910,0,0,0,2020,10577777.8
4,85.0,2019,10,8,11110,18300,906,4589000,5,14,230,2,7,2,2020,3263411.8
2,104.1,2020,3,17,11140,17100,15,5800000,8,16,310,2,4,6,2020,21133525.5
1,37.0,2019,4,3,11290,12500,906,3537000,8,15,110,2,4,10,2020,4378378.4
2,53.8,2019,5,9,11410,11000,1,4428000,8,14,140,3,4,7,2020,6681226.8
1,142.0,2016,6,10,11305,10300,645,1010000,8,44,110,2,1,8,2016,1704225.4
0,47.0,2020,6,13,11380,11400,119,191400,8,44,920,0,0,0,2020,2127659.6
1,33.1,2018,2,1,11410,11000,1,4514000,8,14,110,3,1,10,2020,6072507.6
0,152.0,2019,11,14,11650,10200,0,488300,5,15,720,3,7,12,2020,371973.7
1,126.0,2020,12,15,11650,10700,0,10240000,8,15,230,2,4,8,2020,20664285.7
4,278.0,2019,12,27,11500,10400,401,4805000,9,33,410,2,4,2,2020,10394604.3
1,61.8,2020,12,9,11110,14100,904,4706000,8,13,160,2,3,11,2020,6589967.6
2,479.7,2016,10,19,11650,10800,0,7580000,8,15,230,2,3,6,2020,9026162.2
1,35.0,2018,3,13,11560,12600,610,3135000,8,33,110,2,3,11,2020,4485714.3
1,106.4,2018,12,10,11260,10100,1,4530000,8,15,240,2,3,3,2020,6988721.8
1,92.2,2016,7,9,11230,10300,1,2576000,8,15,330,2,1,10,2020,2331887.2
1,43.0,2019,4,25,11320,10800,1,1794000,1,13,150,2,7,8,2020,2255814.0
1,165.0,2018,2,6,11530,11200,112,1803000,8,14,110,3,3,10,2020,2399757.6
3,337.6,2019,1,23,11680,10400,0,13640000,8,15,140,2,2,5,2020,28731131.5
1,551.1,2020,1,8,11680,10100,0,11310000,8,22,210,2,1,8,2020,33275267.6
1,39.0,2018,1,28,11260,10200,9,2674000,8,14,150,2,4,8,2020,2564102.6
1,142.8,2019,11,26,11740,10700,107,2990000,8,16,110,2,8,8,2020,6232493.0
1,33.0,2018,12,24,11410,11100,4,3400000,8,14,150,3,2,2,2020,4848484.8
1,79.3,2018,10,19,11140,16700,1,5128000,8,15,240,2,4,8,2020,11752837.3
3,130.9,2018,9,19,11560,11100,550,5996000,8,33,220,2,7,5,2020,10588235.3
1,40.0,2019,8,2,11530,10100,101,1075000,28,33,910,2,1,8,2020,1042000.0
4,427.8,2019,2,28,11200,10400,0,9900000,8,22,230,2,7,1,2020,21843501.6
4,588.0,2019,10,8,11110,18300,906,4589000,5,14,230,2,7,2,2020,3263401.4
1,234.7,2018,6,28,11110,13600,910,15800000,8,22,240,2,7,8,2020,28547081.4
3,40.0,2016,8,19,11410,11800,2,3000000,8,14,150,2,4,5,2020,2495500.0
4,231.4,2016,2,1,11215,10700,0,6080000,8,15,210,2,3,1,2020,6914433.9
0,91.0,2016,8,9,11350,10500,13,3760000,8,14,140,2,7,2,2020,1428571.4
1,62.6,2019,1,11,11140,13900,4,4406000,8,13,240,3,4,8,2020,6643929.7
1,129.4,2018,4,14,11260,10200,9,2686000,8,14,110,3,1,8,2020,4049459.0
2,48.0,2016,10,27,11440,12200,0,7526000,8,14,110,2,4,6,2020,5788750.0
2,494.4,2020,5,21,11650,10800,0,6293000,8,14,150,2,1,6,2020,15123381.9
0,35.0,2017,6,22,11290,10100,901,319000,5,11,730,3,4,12,2020,182857.1
4,541.0,2018,2,8,11710,11100,8,9885000,8,15,210,2,2,1,2020,14140480.6
0,116.0,2020,12,3,11650,10900,0,423600,1,44,510,2,7,12,2020,482758.6
3,74.7,2019,5,10,11170,11900,508,4510000,8,14,150,3,7,5,2020,6476037.5
4,43.0,2018,12,4,11200,11400,0,6172000,1,33,410,2,4,3,2020,9441860.5
0,46.0,2020,10,8,11230,10200,0,993300,8,14,910,0,0,0,2020,1550000.0
1,383.0,2018,9,4,11650,10400,0,510800,1,44,510,3,7,8,2020,783289.8
1,229.0,2020,1,13,11590,10700,213,4300000,8,14,110,3,3,8,2020,9283842.8
1,96.0,2016,6,27,11410,11800,2,3000000,8,14,150,2,4,5,2020,2455000.0
4,298.0,2019,12,27,11500,10400,401,4805000,9,33,410,2,4,2,2020,10394630.9
1,76.0,2020,2,16,11170,11700,507,4695000,8,22,210,2,4,9,2020,18578947.4
0,66.0,2020,3,5,11590,10400,201,3477000,8,14,130,2,7,12,2020,13509090.9
4,66.1,2018,3,26,11560,10400,535,14410000,8,22,220,2,7,2,2020,16200453.9
3,202.0,2019,8,6,11710,11300,4,5270000,8,15,150,2,7,5,2020,9405940.6
3,200.0,2020,7,9,11530,11100,111,1157000,28,44,510,2,5,4,2020,1850000.0
1,195.8,2019,1,11,11140,13900,4,4406000,8,13,240,3,4,8,2020,6643973.4
2,69.4,2020,10,23,11440,10100,0,7750000,8,23,210,2,3,6,2020,14524495.7
1,65.1,2016,6,9,11140,14700,0,5710000,8,15,230,2,3,8,2020,6420890.9
1,83.4,2016,9,3,11170,11300,506,5171000,8,14,130,2,4,8,2020,5995203.8
0,122.0,2017,10,12,11500,11000,110,94300,5,44,720,4,4,12,2020,120983.6
3,845.0,2020,9,25,11260,10600,19,3505000,1,14,230,2,4,5,2020,6295858.0
1,484.0,2020,6,25,11680,11300,0,590000,1,44,510,2,4,8,2020,847107.4
1,136.0,2019,7,24,11590,10500,209,4210000,8,13,130,4,4,8,2020,5085514.7
0,179.0,2017,5,13,11380,10100,0,752400,5,13,910,0,0,0,2020,726257.0
1,97.1,2020,7,2,11590,10700,213,3576000,8,14,110,2,1,10,2020,8908341.9
1,220.9,2020,7,4,11650,10200,0,6749000,8,14,210,2,4,8,2020,24898144.0
1,192.0,2020,7,31,11110,18400,905,1877000,8,11,150,4,4,10,2020,3227656.2
1,404.0,2020,6,29,11470,10200,602,3535000,8,14,150,2,3,8,2020,4785445.5
4,170.0,2020,5,19,11320,10800,1,1828000,1,43,530,2,4,1,2020,3000000.0
1,128.0,2019,4,18,11740,10300,103,889300,1,44,510,2,4,8,2020,898437.5
1,258.0,2016,5,26,11560,13200,690,3920000,8,14,150,2,7,2,2020,3299612.4
1,49.0,2016,10,29,11290,13300,908,2059000,8,15,110,2,7,8,2018,3475918.4
1,180.0,2018,1,8,11140,16200,9,5053000,8,15,150,2,4,9,2020,5055555.6
3,186.0,2019,7,19,11740,10600,106,752500,1,44,510,2,7,4,2020,564516.1
0,33.0,2019,8,9,11410,12000,0,1367000,8,22,910,0,0,0,2020,7274242.4
4,33.3,2020,12,1,11170,10800,504,10540000,8,22,210,2,4,3,2020,29339339.3
3,342.1,2019,7,31,11410,10200,0,6741000,8,15,210,2,4,4,2020,9257527.0
2,33.0,2018,2,5,11530,11000,110,2147000,8,33,410,3,4,6,2020,2225757.6
2,754.5,2020,3,4,11320,10700,5,3070000,8,33,420,2,4,7,2020,7554672.0
1,145.0,2016,3,15,11410,11700,3,2562000,8,13,120,3,7,10,2020,4707310.3
1,268.7,2019,7,31,11590,10800,218,3663000,8,14,160,2,3,8,2020,8857461.9
2,46.0,2018,12,26,11440,10200,0,9027000,8,15,310,2,4,6,2020,9347826.1
1,89.0,2016,6,30,11560,13200,670,2525000,8,14,110,2,2,9,2020,1895505.6
3,663.3,2019,1,2,11680,10500,0,11760000,8,15,160,2,3,4,2020,15980702.5
3,480.0,2016,10,31,11500,10300,301,3761000,8,22,230,2,3,0,2017,9279166.7
2,190.0,2018,3,15,11650,10900,0,560500,1,44,510,2,6,6,2020,907473.7
4,743.0,2020,6,13,11740,10700,107,707000,2,44,510,2,7,1,2020,1816958.3
1,175.0,2019,12,27,11500,10400,401,1994000,8,33,110,2,4,8,2020,4254857.1
1,73.0,2019,7,5,11200,11400,0,4972000,8,16,150,2,4,10,2020,36295890.4
0,70.7,2018,3,7,11290,11300,904,848100,8,14,910,0,0,0,2020,1706082.0
4,90.0,2020,12,1,11380,10600,108,7640000,8,16,240,2,4,3,2020,9677777.8
2,45.0,2018,7,3,11740,10700,107,3967000,8,14,150,2,7,6,2020,6293555.6
4,656.8,2020,8,21,11740,10800,108,9088000,8,15,230,2,3,1,2020,14464068.2
2,586.5,2018,6,8,11680,11100,0,4416000,8,14,230,2,3,7,2020,7544757.0
1,340.0,2020,5,20,11200,11400,0,6118000,1,33,430,2,4,8,2020,15470911.8
2,873.7,2016,8,10,11560,12600,610,4992000,8,33,330,2,4,7,2020,6409522.7
1,298.3,2020,1,16,11650,10800,0,7777000,8,14,320,2,2,9,2020,14079785.5
1,82.0,2020,11,19,11470,10200,602,3371000,1,15,150,2,4,8,2020,10128536.6
1,95.0,2020,2,14,11290,13600,911,3692000,8,16,330,2,7,9,2020,11189473.7
2,56.9,2016,8,25,11200,10400,104,8316000,8,22,220,2,7,7,2020,10319683.7
2,55.0,2019,10,16,11110,18600,905,2418000,8,14,110,3,7,6,2020,3352727.3
1,442.0,2018,2,1,11740,10700,107,632200,1,44,510,2,4,8,2020,1131221.7
1,775.0,2018,1,15,11740,10700,107,570500,1,44,510,2,7,8,2020,825806.5
4,73.0,2019,3,14,11560,13200,690,3920000,8,14,150,2,7,2,2020,8873287.7
1,51.4,2018,6,12,11170,10700,503,3131000,8,14,910,0,0,0,2020,6342412.5
1,489.0,2019,8,5,11380,10300,103,4575000,8,14,320,2,3,8,2020,7287096.1
1,71.0,2018,5,29,11110,17100,913,3646000,8,14,160,2,7,9,2020,2816901.4
1,360.0,2019,8,23,11170,13100,517,9315000,8,22,330,2,4,8,2020,32527777.8
1,136.0,2020,10,29,11290,12500,906,4450000,8,15,230,2,7,8,2020,9018970.6
1,67.4,2016,12,3,11110,18700,907,7300000,8,15,140,2,4,2,2020,5776112.8
1,222.0,2020,11,11,11305,10300,645,2026000,8,14,130,2,4,9,2020,4846846.8
0,58.0,2016,10,20,11680,11800,0,3251000,5,14,150,3,4,12,2020,6979655.2
2,784.0,2019,9,25,11500,10900,903,322600,28,44,530,2,4,6,2020,1119247.4
1,174.0,2018,1,30,11650,10900,0,560500,5,44,510,3,7,10,2020,747126.4
1,112.0,2019,12,6,11200,11000,0,4836000,8,14,160,3,4,9,2020,5062500.0
4,46.0,2018,3,9,11410,11100,0,3400000,8,14,150,3,2,2,2020,7471087.0
0,344.0,2019,4,12,11590,10200,204,1261000,8,14,910,0,0,0,2020,4350872.1
1,124.1,2016,3,15,11410,11800,1,1930000,8,13,130,4,7,8,2020,2328767.1
0,93.0,2019,4,25,11620,10200,745,940500,8,14,910,0,0,0,2020,2903225.8
3,126.0,2018,7,26,11305,10100,535,3286000,5,14,130,2,4,5,2020,4489682.5
4,37.7,2018,12,27,11440,12100,0,11630000,8,16,210,2,4,3,2020,37135278.5
1,383.8,2020,2,5,11110,17000,913,2915000,8,13,160,2,3,8,2020,4960005.2
1,504.5,2019,5,7,11110,10200,901,2688000,8,13,160,4,8,8,2020,6310009.9
3,169.0,2019,7,29,11380,10600,108,6930000,8,22,230,2,4,4,2020,8698224.9
2,238.0,2019,5,20,11470,10100,502,957000,8,14,910,2,2,7,2020,1405630.3
0,992.0,2018,2,26,11290,10100,901,327000,5,11,730,3,1,12,2020,487258.1
